Entity,Layer,XS,YS,XE,YE,XM,YM,ID,PS,PE,DS,DE,RS,RE
Line,PS_WSL,37491765.2,2397465.63,37491755.88,2397473.614,37491760.54,2397469.622,143,WS_8000,YS_8805,7.45E-09,0,0,0
Line,PS_WSL,37492396.79,2398646.976,37492404.13,2398647.352,37492400.46,2398647.164,144,WS_6327,WS_3538,0,0,0,0
Line,PS_WSL,37492435.44,2398647.885,37492404.13,2398647.352,37492419.79,2398647.619,145,WS_6328,WS_3538,7.45E-09,0,0,0
Line,PS_WSL,37492404.95,2397012.686,37492404.87,2397018.509,37492404.91,2397015.598,146,WS_3215,WS_6273,0,0,0,0
Line,PS_WSL,37492404.87,2397018.509,37492404.95,2397042.639,37492404.91,2397030.574,147,WS_6273,WS_3214,0,0,0,0
Line,PS_WSL,37492397.3,2398560.351,37492404.42,2398560.394,37492400.86,2398560.373,148,WS_6329,WS_3541,0,0,0,0
Line,PS_WSL,37492434.52,2398561.191,37492404.42,2398560.394,37492419.47,2398560.793,149,WS_6330,WS_3541,0,0,0,0
Line,PS_WSL,37492394.11,2398467.633,37492405.02,2398467.756,37492399.56,2398467.695,150,WS_6331,WS_3544,7.45E-09,0,0,0
Line,PS_WSL,37492435.64,2398467.21,37492405.02,2398467.756,37492420.33,2398467.483,151,WS_6332,WS_3544,7.45E-09,0,0,0
Line,PS_WSL,37493678.19,2397295.098,37493683.45,2397295.414,37493680.82,2397295.256,152,WS_6520,WS_3528,0,0,0,0
Line,PS_WSL,37493675.54,2397366.135,37493683.61,2397366.421,37493679.58,2397366.278,153,WS_6547,WS_3486,7.45E-09,0,0,0
Line,PS_WSL,37493712.66,2397366.168,37493683.61,2397366.421,37493698.14,2397366.295,154,WS_6546,WS_3486,0,0,0,0
Line,PS_WSL,37493088.12,2398269.719,37493046.53,2398265.522,37493067.33,2398267.621,155,WS_3433,WS_3432,0,0,0,0
Line,PS_WSL,37493095.79,2398271.504,37493088.12,2398269.719,37493091.96,2398270.612,156,WS_6320,WS_3433,7.45E-09,0,0,0
Line,PS_WSL,37493090.71,2398322.435,37493087.86,2398327.461,37493089.28,2398324.948,157,WS_6391,WS_3435,0,0,0,0
Line,PS_WSL,37493721.8,2397146.455,37493715.11,2397146.431,37493718.45,2397146.443,158,WS_6496,WS_3868,0,0,0,0
Line,PS_WSL,37491679.71,2396337.95,37491707.71,2396336.237,37491693.71,2396337.094,159,WS_6462,WS_2389,0,0,0,0
Line,PS_WSL,37489831.12,2396350.457,37489823.96,2396353.009,37489827.54,2396351.733,160,WS_6463,WS_2561,7.45E-09,0,0,0
Line,PS_WSL,37493046.47,2397311.906,37493055.08,2397312.552,37493050.78,2397312.229,161,WS_6305,WS_3269,7.45E-09,0,0,0
Line,PS_WSL,37493667.34,2397494.724,37493637.92,2397495.062,37493652.63,2397494.893,162,WS_304,WS_3298,0,0,0,0
Line,PS_WSL,37493390.05,2397496.061,37493390.04,2397491.745,37493390.05,2397493.903,,WS_6361,WS_3299,0,0,0,0
Line,PS_WSL,37493578.1,2397499.446,37493578.17,2397495.246,37493578.14,2397497.346,,WS_6544,WS_3256,0,0,0,0
Line,PS_WSL,37493426.44,2397496.224,37493426.53,2397491.154,37493426.49,2397493.689,163,WS_6545,WS_3262,0,0,0,0
Line,PS_WSL,37493661.2,2396982.389,37493683.44,2396982.394,37493672.32,2396982.392,164,WS_6318,WS_3537,0,0,0,0
Line,PS_WSL,37490680.83,2395068.208,37490679.89,2395024.181,37490680.36,2395046.195,165,WS_7178,WS_7118,7.45E-09,0,0,0
Line,PS_WSL,37490679.89,2395024.181,37490678.96,2394981.083,37490679.42,2395002.632,166,WS_7118,WS_6891,0,7.45E-09,0,0
Line,PS_WSL,37493198.06,2394758.15,37493137.49,2394753.7,37493167.78,2394755.925,167,YS_929,HS_134,0,0,0,0
Line,PS_WSL,37493137.49,2394753.7,37493100.39,2394753.225,37493118.94,2394753.463,168,WS_134,WS_135,0,0,0,0
Line,PS_WSL,37493100.39,2394753.225,37493048.4,2394753.425,37493074.4,2394753.325,169,WS_135,WS_136,0,0,0,0
Line,PS_WSL,37493683.5,2396768.009,37493684.56,2396815.984,37493684.03,2396791.997,170,WS_297,WS_6295,0,0,0,0
Line,PS_WSL,37493835.21,2395105.826,37493813.42,2395090.104,37493824.32,2395097.965,171,WS_1119,WS_1179,0,0,0,0
Line,PS_WSL,37493831.52,2395112.602,37493835.21,2395105.826,37493833.37,2395109.214,172,WS_6648,WS_1119,0,0,0,0
Line,PS_WSL,37492693.54,2395222.544,37492697.68,2395222.462,37492695.61,2395222.503,,WS_1717,WS_1716,0,0,0,0
Line,PS_WSL,37492697.95,2395189.709,37492697.68,2395222.462,37492697.81,2395206.086,173,WS_1719,WS_1716,0,0,0,0
Line,PS_WSL,37492706.77,2395222.511,37492697.68,2395222.462,37492702.23,2395222.487,174,WS_1718,WS_1716,0,0,0,0
Line,PS_WSL,37492697.64,2395159.451,37492697.95,2395189.709,37492697.79,2395174.58,175,WS_1931,WS_1719,0,0,0,0
Line,PS_WSL,37492697.8,2395068.937,37492697.65,2395097.938,37492697.72,2395083.438,176,WS_1935,WS_1933,0,0,0,0
Line,PS_WSL,37492693.64,2395097.973,37492697.65,2395097.938,37492695.64,2395097.956,,WS_1934,WS_1933,0,0,0,0
Line,PS_WSL,37492706.23,2395097.714,37492697.65,2395097.938,37492701.94,2395097.826,177,WS_7021,WS_1933,7.45E-09,0,0,0
